Nomor Identitias,Nama Stasiun,Merek Mesin,Jenis Konektor,Status Konektor,Status Instalasi,Port,Harga (Rp)
01.POSO.00.1401.004,SPKLU Rest Area KM 36 B Bangkinang - Pekanbaru,Delta DC City Charger,CHAdeMO,,Beroperasi,3,2466.78
01.POSO.00.1408.002,SPKLU Rest Area KM 45 A Pekanbaru - Dumai,Delta DC City Charger,AC (Tipe 2),,Beroperasi,2,2466.78
01.POSO.00.1408.002,SPKLU Rest Area KM 45 A Pekanbaru - Dumai,Delta DC City Charger,CHAdeMO,,Beroperasi,3,2466.78
01.POSO.00.1403.002,SPKLU Rest Area KM 65 B Pekanbaru - Dumai,Delta DC City Charger,AC (Tipe 2),,Beroperasi,2,2466.78
01.POSO.00.1409.002,SPKLU PLN ULP TALUK KUANTAN,Delta DC 50 kW City Charger,AC (Tipe 2),,Beroperasi,2,2466.78
01.POSO.00.1471.010,SPKLU PLN ULP KOTA BARAT,Delta AC Max,AC (Tipe 2),,Beroperasi,1,2466.78
01.POSO.00.3214.009,SPKLU REST AREA KM 88 A RUAS CIPULARANG,DELTA,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.1403.004,SPKLU PLN ULP BENGKALIS,SINO CS ENERGY,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.1403.002,SPKLU Rest Area KM 65 B Pekanbaru - Dumai,Delta DC City Charger,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.7371.010,SPKLU PLN ULP Mattoanging,DELTA,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.1403.005,SPKLU PLN KP SEI PAKNING,SINO CS ENERGY,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.1471.012,SPKLU PLN ULP SIMPANG TIGA,Delta AC Max,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.PPOO.00.3309.004,SPKLU Rest Area KM 487 B Tol Semarang-Solo,ABB,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.1404.001,SPKLU PLN ULP TEMBILAHAN,SINO CS ENERGY,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.5315.003,Parkir Polres Manggarai Barat,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3174.042,SPKLU HVT THE MANSION AT KEMANG,HVT,CCS2,available,Beroperasi,3,2466.78
01.POSO.00.2101.002,SPKLU PLN ULP TANJUNG UBAN,Wall Mount AC Charger,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3209.008,SPKLU PLN UP3 CIREBON,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3603.015,SPKLU POLRESTA TANGERANG,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1403.003,SPKLU PLN ULP DURI,SINO CS ENERGY,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.5103.012,SPKLU KEMPINSKI,UFC 01,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.1405.002,SPKLU PLN ULP PANGKALAN KERINCI,Delta AC Max,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1401.004,SPKLU Rest Area KM 36 B Bangkinang - Pekanbaru,Delta DC City Charger,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3319.002,SPKLU PLN UP3 KUDUS,Delta,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.6171.005,SPKLU Hotel Mercure Pontianak,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1403.002,SPKLU Rest Area KM 65 B Pekanbaru - Dumai,Delta DC City Charger,CHAdeMO,available,Beroperasi,3,2466.78
01.POSO.00.1407.001,SPKLU PLN ULP BAGAN BATU,SINO CS ENERGY,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.1401.003,SPKLU Rest Area KM 36 A Pekanbaru - Bangkinang,Delta DC City Charger,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.1409.002,SPKLU PLN ULP TALUK KUANTAN,Delta DC 50 kW City Charger,CHAdeMO,available,Beroperasi,3,2466.78
01.POSO.00.1408.002,SPKLU Rest Area KM 45 A Pekanbaru - Dumai,Delta DC City Charger,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.1310.002,SPKLU PLN WARONG ESSY,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1307.004,SPKLU KAMPUNG EROPA HARAU,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1376.005,SPKLU KAMPUS UNAND 2 PYK,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1407.002,SPKLU PLN ULP Bagan Siapi Api,SINO CS ENERGY,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.1406.001,SPKLU PLN ULP UJUNG BATU,SINO CS ENERGY,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1408.003,SPKLU PLN ULP SIAK SRI INDRAPURA,SINO CS ENERGY,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.3174.038,SPKLU YASPORBI,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1811.001,SPKLU Rest Area KM 234 A Bakauheni - Kayu Agung,ABB Terra 50,CCS2,charging,Beroperasi,1,2466.78
01.POSO.00.3311.001,SPKLU PLN ULP SUKOHARJO KOTA,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3215.004,SPKLU PLN UP3 KARAWANG,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3174.048,SPKLU ARISTA PONDOK INDAH,EVP,CCS2,charging,Beroperasi,2,2466.78
01.POSO.00.3212.004,SPKLU PLN UP3 INDRAMAYU,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3175.031,SPKLU AEON JGC,Proteksindo,CCS2,available,Beroperasi,1,10000
01.POSO.00.1307.003,SPKLU MASJID AL IHSAN PANGKALAN,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1801.005,"SPKLU REST AREA KM-87B NATAR, LAMPUNG SELATAN",Signet FC200K - 200 kW,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.7371.012,SPKLU PLN UP3 Makassar Selatan,DELTA,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3175.007,SPKLU PLN UP3 Jatinegara,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.6371.004,SPKLU DUTA MALL BANJARMASIN,Autel,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.6471.012,SPKLU EVC Plaza Balikpapan,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3273.016,SPKLU PLN UIP JBT,DELTA,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.1801.019,SPKLU REST AREA KM 49-A LAMPUNG,Signet FC200K - 200 kW,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.6472.007,SPKLU PLN UP3 Samarinda,Proteksindo,CHAdeMO,available,Beroperasi,3,2466.78
01.POSO.00.3216.014,SPKLU REST AREA KM 39 A RUAS JAKARTA - CIKAMPEK,ABB,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.7371.006,SPKLU PLN ULP DAYA,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5171.024,SPKLU RUMAH BUMN DENPASAR,Proteksindo DC EVDX-60,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3674.018,SPKLU HVT Rest Area Tol Serpong KM 7,HVT,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.1308.005,SPKLU KANTOR BUPATI PASAMAN,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.7371.007,SPKLU PLN ULP Mattoanging,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1371.013,SPKLU PLAZA ANDALAS,Teison,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1312.003,SPKLU PLN AIR BANGIS,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.5171.025,SPKLU SEMAWANG - SANUR,Proteksindo DC EVDX-60,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1302.003,SPKLU MASJID H. ALIUS,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1312.004,SPKLU PLN MUARA KIAWAI,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1303.001,SPKLU PLN ULP SIJUNJUNG,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1304.003,SPKLU PLN HOTEL EMERSIA,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1310.003,SPKLU Hotel Umega,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1471.009,SPKLU Kantor Gubernur Provinsi Riau,Signet FC200K - 200 kW,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.1372.004,SPKLU SOLOK PREMIERE HOTEL SYARIAH,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1304.001,SPKLU PLN ULP BATUSANGKAR,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1376.004,SPKLU SIDE WALK COFFEE,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1376.006,SPKLU SKAY WAY COFFEE,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1303.003,SPKLU TANG AIA CAFE & RESTO,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1311.002,SPKLU PLN PADANG ARO,Teison,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3275.020,SPKLU PLN ULP BEKASI KOTA,CS DC Charger,CCS2,available,Beroperasi,1,2466.78
05.ROSO.00.3216.019,SPKLU Utomo Charge+ AEON Mall Deltamas,Marvel 72,AC (Tipe 2),available,Beroperasi,2,
,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 3,Aurora 11 B3-188,AC (Tipe 2),unavailable,Beroperasi,1,
01.POSO.00.3175.052,SPKLU JIEP Gedung Graha Daya Guna,SINO,CCS2,available,Beroperasi,2,2466.78
06.ROSO.00.3674.037,BMW Ultima Serpong,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3172.045,PappaJack Elang Laut 7 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3174.124,Cipta Hotel Pancoran 7 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3174.127,TIS Square 22 kW (2),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
05.ROSO.00.3171.054,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 3,Marvel 72 B3-25A B3-25,AC (Tipe 2),charging,Beroperasi,2,
05.ROSO.00.3216.017,SPKLU Utomo Charge+ AEON Mall Deltamas,Marvel 72,AC (Tipe 2),available,Beroperasi,1,
05.ROSO.00.3174.062,SPKLU Utomo Charge+ Pearl Garden Resort Apartment,Aurora 11,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.6171.002,SPKLU PLN ULP SEI JAWI,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
05.ROSO.00.5103.042,SPKLU Utomo Charge+ Jimbaran HUB,Delta AC,AC (Tipe 2),unavailable,Beroperasi,1,
01.POSO.00.3174.031,SPKLU PLN Kantor Pusat,Delta,AC (Tipe 2),charging,Beroperasi,1,2466.78
,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 3,Aurora 11 B3-187,AC (Tipe 2),charging,Beroperasi,1,
05.ROSO.00.3171.057,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 3,Aurora 11 B3-189,AC (Tipe 2),charging,Beroperasi,1,
01.POSO.00.3275.018,SPKLU Rest Area KM 6 Jakarta - Cikampek,Delta,CCS2,charging,Beroperasi,1,10000
05.ROSO.00.3216.019,SPKLU Utomo Charge+ AEON Mall Deltamas,Marvel 72,AC (Tipe 2),available,Beroperasi,1,
05.ROSO.00.3171.054,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 3,Marvel 72 B3-25A B3-25,AC (Tipe 2),charging,Beroperasi,1,
06.ROSO.00.3276.023,Lotus Residence 22 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3273.040,Moxy Bandung 22 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3173.048,Mini Kopi 7 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3171.072,Yuan Garden Hotel 22 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.1801.019,SPKLU REST AREA KM 49-A LAMPUNG,Signet FC200K - 200 kW,CCS2,available,Beroperasi,2,2466.78
06.ROSO.00.3173.050,PappaJack Kedoya 7 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3172.043,The Mansion Jasmine Depan Daily FoodHall 7 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3172.044,The Mansion Jasmine Depan Daily FoodHall 22 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3173.049,Mini Kopi 22 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3174.125,Cipta Hotel Pancoran 22 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3173.052,Club De Arjuna 22 kW (1),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3173.051,Club De Arjuna 22 kW (2),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3174.126,TIS Square 22 kW (1),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3174.128,Multivision Tower 7 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
05.ROSO.00.3171.056,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 3,Aurora 11 B3-188,AC (Tipe 2),available,Beroperasi,1,
,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 3,Aurora 11 B3-189,AC (Tipe 2),charging,Beroperasi,1,
06.ROSO.00.3174.129,Multivision Tower 22 kW (1),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3174.130,Multivision Tower 22 kW (2),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3603.066,Black Owl Gading Serpong 22 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3172.046,Komplek Mutiara Mediterania Residence 22 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3173.053,Gereja Salvator 22 kW (1),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3173.054,Gereja Salvator 22 kW (2),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3603.067,Apartemen Paragon Village 7 kW (1),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3603.068,Apartemen Paragon Village 7 kW (2),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3173.055,Apartemen Semanan Indah 22 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3173.056,Mal Taman Palem 22 kW (1),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3173.057,Mal Taman Palem 22 kW (2),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3171.073,Mangga Dua Court 22 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
06.ROSO.00.3171.074,Mangga Dua Court 7 kW,WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
05.ROSO.00.3171.055,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 3,Aurora 11 B3-187,AC (Tipe 2),charging,Beroperasi,1,
05.ROSO.00.3171.048,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 2,Aurora 22 B2-192,AC (Tipe 2),charging,Beroperasi,1,
01.POSO.00.3175.009,SPKLU PLN UP3 PONDOK KOPI,Delta,CHAdeMO,available,Beroperasi,2,2466.78
01.PPOO.00.3573.005,SPKLU Ombe Kofie Araya,PHIHONG DC Wall Mount,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.1371.008,SPKLU UNAND,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3578.012,SPKLU PLN ULP Embong Wungu,Delta DC Wallbox,CCS2,available,Beroperasi,2,2466.78
08.ROSO.00.3174.015,SPKLU GRAHA MITRA,Daeyoung Chaevi,CCS2,,Beroperasi,2,
08.ROSO.00.3674.003,SPKLU Indy Office,Daeyoung Chaevi,CCS2,,Beroperasi,2,
01.PPOO.00.3578.014,SPKLU PT PJB,PHIHONG DC Free Standing,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.1302.002,SPKLU PLN ZILA CAFE,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
08.ROSO.00.3175.004,SPKLU Perintis Kemerdekaan,Merek,CCS2,,Beroperasi,2,
05.ROSO.00.3174.065,SPKLU Utomo Charge+ The Energy Building Medco Power,Delta AC,AC (Tipe 2),charging,Beroperasi,1,
01.POSO.00.1402.006,SPKLU POSKO YANTEK BELILAS,SINO CS ENERGY,CCS2,available,Beroperasi,1,2466.78
05.ROSO.00.3216.018,SPKLU Utomo Charge+ AEON Mall Deltamas,Turbo 600,CCS2,available,Beroperasi,2,
05.ROSO.00.3171.047,SPKLU Utomo Charge+ Thamrin Nine UOB Plaza Basement 2,Aurora 11 B2-202,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.1303.002,SPKLU PLN MESJID SYUHADA PALANGKI,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3172.020,SPKLU PLN UP3 BANDENGAN,Proteksindo,CCS2,charging,Beroperasi,1,10000
01.POSO.00.3273.027,SPKLU PLN ULP BANDUNG UTARA,PROTEKSINDO,CCS2,available,Beroperasi,3,2466.78
08.ROSO.00.3175.005,SPKLU Perintis Kemerdekaan,Daeyoung Chaevi,CCS2,charging,Beroperasi,2,
01.POSO.00.1408.004,SPKLU PLN ULP PERAWANG,SINO CS ENERGY,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3521.002,SPKLU Rest Area KM 575 B Tol Solo-Ngawi,Autel MaxiCharger DC Compact,CCS2,available,Beroperasi,1,2466.78
01.PPOO.00.3175.025,SPKLU (ARISTA POWER) BYD KALIMALANG,EV Power,CCS2,available,Beroperasi,1,2466.78
01.PPOO.00.3471.002,SPKLU RISS Hotel Malioboro,Proteksindo,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3174.070,SPKLU KANTOR KEMENTRIAN PUPR,TEISON,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3519.009,SPKLU PLN Rest Area 626B,Delta DC Wallbox,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3209.018,SPKLU REST AREA KM 229 B RUAS KANCI - PEJAGAN,DELTA,CCS2,available,Beroperasi,2,2466.78
01.PPOO.00.3172.017,SPKLU (ARISTA POWER) BYD SUNTER,EV Power,CCS2,charging,Beroperasi,1,2466.78
01.POSO.00.3174.033,SPKLU PLN PUSLITBANG,Delta,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.1406.002,SPKLU PLN ULP PASIR PANGARAIAN,SINO CS ENERGY,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.6471.013,SPKLU EVC Plaza Balikpapan,Delta,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3674.020,SPKLU PLN UP3 BINTARO,Delta,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.1471.014,SPKLU PLN UID RIAU & KEPRI,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.5171.023,SPKLU PLN ULP DENPASAR,PHIHONG DC Wall Mount,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3209.009,SPKLU PLN UP3 CIREBON,EV POWER,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3374.016,SPKLU PLN UP3 Semarang,Signet,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.1271.015,SPKLU PLN ULP Medan Kota,PHIHONG DC Wall Mount,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3325.001,Rest Area KM 379 A Ruas Batang-Semarang,DELTA,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.2172.003,SPKLU PLN UP3 TANJUNGPINANG,Wall Mount AC Charger,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1401.005,SPKLU PLN UP3 BANGKINANG,SINO CS ENERGY,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.1401.007,SPKLU PLN ULP LIPAT KAIN,SINO CS ENERGY,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1471.015,SPKLU Hotel Prime Park,SINO CS ENERGY,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.1410.001,SPKLU PLN ULP SELAT PANJANG,SINO CS ENERGY,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.PPOO.00.3172.013,SPKLU PT Indomobil Trada Nasional,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5171.027,SPKLU HAYAM WURUK,02. Wall Mount AC Charger,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3205.003,SPKLU PEMDA GARUT,PHIHONG,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1275.002,SPKLU PLN UP3 BINJAI,PHIHONG DC Wall Mount,CHAdeMO,available,Beroperasi,2,2466.78
01.POSO.00.3671.025,SPKLU PLN UP3 KEBUN JERUK,Proteksindo,CCS2,available,Beroperasi,1,10000
01.POSO.00.3213.006,SPKLU REST AREA KM 86 A RUAS CIKAMPEK - PALIMANAN,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3173.021,SPKLU PLN UPDL JAKARTA,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3329.005,SPKLU Rest Area KM 252 A Tol Pejagan-Pemalang,ABB,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.1307.002,SPKLU PLN KP RIMBO DATA,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
13.ROSO.00.3271.008,Area Sales Gallery Perumahan Rancamaya Golf Estate,CORNERSTONE TECHNOLOGIES,AC (Tipe 2),,Beroperasi,2,
13.ROSO.00.3271.010,Area Sales Gallery Perumahan Rancamaya Golf Estate,CORNERSTONE TECHNOLOGIES,CCS2,,Beroperasi,1,
01.POSO.00.3674.005,SPKLU Rest Area KM 7 Serpong,AUTEL,CCS2,available,Beroperasi,2,2466.78
01.PPOO.00.3404.005,SPKLU Hotel Royal Ambarrukmo Yogyakarta,Signet,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.7315.001,SPKLU PLN UP3 PINRANG,Delta,AC (Tipe 2),charging,Beroperasi,1,2466.78
01.POSO.00.3174.090,SPKLU Rukan Permata Senayan,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3174.040,SPKLU (ARISTA POWER) NETA TEBET,EV Power,CCS2,available,Beroperasi,2,2466.78
01.POSO.00.3603.007,SPKLU Terrace 8 Suvarna Sutera,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
01.PPOO.00.3172.017,SPKLU (ARISTA POWER) BYD SUNTER,EV Power,CCS2,charging,Beroperasi,2,2466.78
01.POSO.00.6172.002,SPKLU PLN UP3 SINGKAWANG,Proteksindo,CHAdeMO,available,Beroperasi,3,2466.78
01.POSO.00.3276.007,SPKLU PLN ULP SAWANGAN,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.1871.005,SPKLU Els Coffee Roastery Lampung,Signet FC200K - 200 kW,CCS2,charging,Beroperasi,2,2466.78
01.POSO.00.3171.035,SPKLU KLHK (Kementrian Lingkungan Hidup dan Kehutanan),Autel,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3573.007,SPKLU PLN UP3 MALANG,Proteksindo DC EVDX-60,CCS2,charging,Beroperasi,3,2466.78
01.POSO.00.3209.010,SPKLU REST AREA KM 228 A RUAS KANCI - PEJAGAN,DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.3209.005,Rest Area KM 208 B Ruas Palikanci,ABB,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.7371.009,SPKLU PLN ULP Mattoanging,DELTA,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.3319.001,SPKLU PLN UP3 KUDUS,Delta,AC (Tipe 2),available,Beroperasi,1,2466.78
,Centennial Tower,CORNERSTONE TECHNOLOGIES,AC (Tipe 2),,Beroperasi,1,
,Centennial Tower,CORNERSTONE TECHNOLOGIES,CCS2,,Beroperasi,2,
07.ROSO.00.3172.004,SPKLU Pantai Indah Selatan,Merek Dummy,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.7271.004,SPKLU PLN ULP KAMONJI,CHARGECORE,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.5371.005,SPKLU TIROSA,Delta,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.8104.001,SPKLU PLN ULP NAMLEA,Proteksindo,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.8104.002,SPKLU PLN ULP MAKO,Proteksindo,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.8109.001,SPKLU PLN ULP NAMROLE,Proteksindo,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.8108.001,SPKLU PLN ULP SAUMLAKI,Proteksindo,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.8272.003,SPKLU PLN UP3 SOFIFI,Proteksindo,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.5105.004,SPKLU PLN ULP KLUNGKUNG,PHIHONG,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.3273.011,SPKLU PLN ICON HUB (BRAGA HERITAGE),DELTA,CCS2,available,Beroperasi,1,2466.78
01.POSO.00.8105.002,SPKLU PLN ULP KOBISONTA,Proteksindo,AC (Tipe 2),finishing,Beroperasi,1,2466.78
01.POSO.00.5102.010,SPKLU GEDUNG KESENIAN I KETUT MARIA,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
,The East 22 kW (1),WEEYU/ INJET,AC (Tipe 2),available,Beroperasi,1,
01.POSO.00.5106.010,SPKLU PAHDI SPECIALTY COFFEE,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5108.009,SPKLU LOVINA,SINO,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.5107.006,SPKLU KANTOR JAGA PLN ABANG,CHARGERCORE,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.7203.001,SPKLU PLN ULP DONGGALA,CHARGECORE,CCS2,finishing,Beroperasi,1,2466.78
01.POSO.00.3674.017,SPKLU PLN UP3 CIPUTAT,Autel,AC (Tipe 2),available,Beroperasi,1,2466.78
01.POSO.00.8105.001,SPKLU PLN ULP BULA,Proteksindo,AC (Tipe 2),finishing,Beroperasi,1,2466.78
